zipcode,area,city
44191,"Binakarya, Banyuresmi",Garut
44191,"Cimareme, Banyuresmi",Garut
44191,"Cipicung, Banyuresmi",Garut
44191,"Dangdeur, Banyuresmi",Garut
44191,"Karyamukti, Banyuresmi",Garut
44191,"Karyasari, Banyuresmi",Garut
44191,"Pamekarsari, Banyuresmi",Garut
44191,"Sukakarya, Banyuresmi",Garut
44191,"Sukalaksana, Banyuresmi",Garut
44191,"Sukamukti, Banyuresmi",Garut
44191,"Sukaraja, Banyuresmi",Garut
44191,"Sukaratu, Banyuresmi",Garut
44191,"Sukasenang, Banyuresmi",Garut
44192,"Dungusiku, Leuwigoong",Garut
44192,"Karanganyar, Leuwigoong",Garut
44192,"Karangsari, Leuwigoong",Garut
44192,"Leuwigoong, Leuwigoong",Garut
44192,"Margacinta, Leuwigoong",Garut
44192,"Margahayu, Leuwigoong",Garut
44192,"Sindangsari, Leuwigoong",Garut
44192,"Tambaksari, Leuwigoong",Garut
44193,"Cibiuk Kaler, Cibiuk",Garut
44193,"Cibiuk Kidul, Cibiuk",Garut
44193,"Cipareuan, Cibiuk",Garut
44193,"Lingkungpasir, Cibiuk",Garut
44193,"Majasari, Cibiuk",Garut
45111,"Lemahwungkuk, Lemahwungkuk",Cirebon
45112,"Panjunan, Lemahwungkuk",Cirebon
45113,"Pegambiran, Lemahwungkuk",Cirebon
45114,"Kesepuhan, Lemahwungkuk",Cirebon
45115,"Jagasatru, Pekalipan",Cirebon
45116,"Pulasaren, Pekalipan",Cirebon
45117,"Pekalipan, Pekalipan",Cirebon
45118,"Pekalangan, Pekalipan",Cirebon
45121,"Kebonbaru, Kejaksan",Cirebon
45121,"Kesenden, Kejaksan",Cirebon
45122,"Sukapura, Kejaksan",Cirebon
45123,"Kejaksan, Kejaksan",Cirebon
45131,"Karyamulya, Kesambi",Cirebon
45131,"Pekiringan, Kesambi",Cirebon
45132,"Sunyaragi, Kesambi",Cirebon
45133,"Drajat, Kesambi",Cirebon
45134,"Kesambi, Kesambi",Cirebon
45141,"Larangan, Harjamukti",Cirebon
45142,"Kecapi, Harjamukti",Cirebon
45143,"Harjamukti, Harjamukti",Cirebon
45144,"Kalijaga, Harjamukti",Cirebon
45145,"Argasunya, Harjamukti",Cirebon
45151,"Adidharma, Gunung Jati (Cirebon Utara)",Cirebon
45151,"Astana, Gunung Jati (Cirebon Utara)",Cirebon
45151,"Babadan, Gunung Jati (Cirebon Utara)",Cirebon
45151,"Buyut, Gunung Jati (Cirebon Utara)",Cirebon
45151,"Grogol, Gunung Jati (Cirebon Utara)",Cirebon
45151,"Jadimulya, Gunung Jati (Cirebon Utara)",Cirebon
45151,"Jatimerta, Gunung Jati (Cirebon Utara)",Cirebon
45151,"Kalisapu, Gunung Jati (Cirebon Utara)",Cirebon
45151,"Klayan, Gunung Jati (Cirebon Utara)",Cirebon
45151,"Mayung, Gunung Jati (Cirebon Utara)",Cirebon
45151,"Mertasinga, Gunung Jati (Cirebon Utara)",Cirebon
45151,"Pasindangan, Gunung Jati (Cirebon Utara)",Cirebon
45151,"Sambeng, Suranenggala",Cirebon
45151,"Sirnabaya, Suranenggala",Cirebon
45151,"Wanakaya, Gunung Jati (Cirebon Utara)",Cirebon
45152,"Bungko, Kapetakan",Cirebon
45152,"Bungko Lor, Kapetakan",Cirebon
45152,"Dukuh, Kapetakan",Cirebon
45152,"Grogol, Kapetakan",Cirebon
45152,"Kapetakan, Kapetakan",Cirebon
45152,"Karangkendal, Kapetakan",Cirebon
45152,"Karangreja, Suranenggala",Cirebon
45152,"Keraton, Suranenggala",Cirebon
45152,"Kertasura, Kapetakan",Cirebon
45152,"Muara, Suranenggala",Cirebon
45152,"Pegagan Kidul, Kapetakan",Cirebon
45152,"Pegagan Lor, Kapetakan",Cirebon
45152,"Purwawinangun, Suranenggala",Cirebon
45152,"Surakarta, Suranenggala",Cirebon
45152,"Suranenggala, Suranenggala",Cirebon
45152,"Suranenggala Kidul, Suranenggala",Cirebon
45152,"Suranenggala Kulon, Suranenggala",Cirebon
45152,"Suranenggala Lor, Suranenggala",Cirebon
45153,"Astapada, Tengah Tani",Cirebon
45153,"Battembat, Tengah Tani",Cirebon
45153,"Dawuan, Tengah Tani",Cirebon
45153,"Gesik, Tengah Tani",Cirebon
45153,"Kalibaru, Tengah Tani",Cirebon
45153,"Kalikoa, Kedawung",Cirebon
45153,"Kalitengah, Tengah Tani",Cirebon
45153,"Kedawung, Kedawung",Cirebon
45153,"Kedungdawa, Kedawung",Cirebon
45153,"Kedungjaya, Kedawung",Cirebon
45153,"Kemlakagede, Tengah Tani",Cirebon
45153,"Kertawinangun, Kedawung",Cirebon
45153,"Palir, Tengah Tani",Cirebon
45153,"Pilangsari, Kedawung",Cirebon
45153,"Sutawinangun, Kedawung",Cirebon
45153,"Tuk, Kedawung",Cirebon
45154,"Cangkring, Plered",Cirebon
45154,"Gamel, Plered",Cirebon
45154,"Kaliwulu, Plered",Cirebon
45154,"Karangsari, Weru",Cirebon
45154,"Kertasari, Weru",Cirebon
45154,"Megucilik, Weru",Cirebon
45154,"Megugede, Weru",Cirebon
45154,"Panembahan, Plered",Cirebon
45154,"Pangkalan, Plered",Cirebon
45154,"Sarabau, Plered",Cirebon
45154,"Setu Kulon, Weru",Cirebon
45154,"Tegalsari, Plered",Cirebon
45154,"Tegalwangi, Weru",Cirebon
45154,"Trusmi Kulon, Plered",Cirebon
45154,"Trusmi Wetan, Plered",Cirebon
45154,"Weru Kidul, Weru",Cirebon
45154,"Weru Lor, Weru",Cirebon
45154,"Wotgali, Plered",Cirebon
45155,"Bode Lor, Plumbon",Cirebon
45155,"Bodesari, Plumbon",Cirebon
45155,"Cempaka, Plumbon",Cirebon
45155,"Cikeduk, Depok",Cirebon
45155,"Danamulya, Plumbon",Cirebon
45155,"Depok, Depok",Cirebon
45155,"Getasan, Depok",Cirebon
45155,"Gombang, Plumbon",Cirebon
45155,"Karangasem, Plumbon",Cirebon
45155,"Karangmulya, Plumbon",Cirebon
45155,"Karangwangi, Depok",Cirebon
45155,"Kasugengan Kidul, Depok",Cirebon
45155,"Kasugengan Lor, Depok",Cirebon
45155,"Kebarepan, Plumbon",Cirebon
45155,"Keduanan, Depok",Cirebon
45155,"Kedungsana, Plumbon",Cirebon
45155,"Kejuden, Depok",Cirebon
45155,"Lurah, Plumbon",Cirebon
45155,"Marikangen, Plumbon",Cirebon
45155,"Pamijahan, Plumbon",Cirebon
45155,"Pasanggrahan, Plumbon",Cirebon
45155,"Plumbon, Plumbon",Cirebon
45155,"Purbawinangun, Plumbon",Cirebon
45155,"Warugede, Depok",Cirebon
45155,"Warujaya, Depok",Cirebon
45155,"Warukawung, Depok",Cirebon
45155,"Waruroyom, Depok",Cirebon
45156,"Bakung Kidul, Jamblang",Cirebon
45156,"Bakung Lor, Jamblang",Cirebon
45156,"Bangodua, Klangenan",Cirebon
45156,"Bojong Lor, Jamblang",Cirebon
45156,"Bojong Wetan, Jamblang",Cirebon
45156,"Danawinangun, Klangenan",Cirebon
45156,"Jamblang, Jamblang",Cirebon
45156,"Jemaras Kidul, Klangenan",Cirebon
45156,"Jemaras Lor, Klangenan",Cirebon
45156,"Klangenan, Klangenan",Cirebon
45156,"Kreyo, Klangenan",Cirebon
45156,"Orimalang, Jamblang",Cirebon
45156,"Pekantingan, Klangenan",Cirebon
45156,"Serang, Klangenan",Cirebon
45156,"Sitiwinangun, Jamblang",Cirebon
45156,"Slangit, Klangenan",Cirebon
45156,"Wangunharja, Jamblang",Cirebon
45161,"Balerante, Palimanan",Cirebon
45161,"Beberan, Palimanan",Cirebon
45161,"Cengkuang, Palimanan",Cirebon
45161,"Ciawi, Palimanan",Cirebon
45161,"Cikeusal, Gempol",Cirebon
45161,"Cilukrak, Palimanan",Cirebon
45161,"Cupang, Gempol",Cirebon
45161,"Gempol, Gempol",Cirebon
45161,"Kedungbunder, Gempol",Cirebon
45161,"Kempek, Gempol",Cirebon
45161,"Kepuh, Palimanan",Cirebon
45161,"Lungbenda, Palimanan",Cirebon
45161,"Palimanan Barat, Gempol",Cirebon
45161,"Palimanan Timur, Palimanan",Cirebon
45161,"Panongan, Palimanan",Cirebon
45161,"Pegagan, Palimanan",Cirebon
45161,"Semplo, Palimanan",Cirebon
45161,"Tegalkarang, Palimanan",Cirebon
45161,"Walahar, Gempol",Cirebon
45161,"Winong, Gempol",Cirebon
45162,"Arjawinangun, Arjawinangun",Cirebon
45162,"Bulak, Arjawinangun",Cirebon
45162,"Geyongan, Arjawinangun",Cirebon
45162,"Jungjang, Arjawinangun",Cirebon
45162,"Jungjang Wetan, Arjawinangun",Cirebon
45162,"Karangsambung, Arjawinangun",Cirebon
45162,"Kebonturi, Arjawinangun",Cirebon
45162,"Rawagatel, Arjawinangun",Cirebon
45162,"Sende, Arjawinangun",Cirebon
45162,"Tegalgubug, Arjawinangun",Cirebon
45162,"Tegalgubug Lor, Arjawinangun",Cirebon
45163,"Gujeg, Panguragan",Cirebon
45163,"Kalianyar, Panguragan",Cirebon
45163,"Karanganyar, Panguragan",Cirebon
45163,"Kroya, Panguragan",Cirebon
45163,"Lemahtamba, Panguragan",Cirebon
45163,"Panguragan, Panguragan",Cirebon
45163,"Panguragan Kulon, Panguragan",Cirebon
45163,"Panguragan Lor, Panguragan",Cirebon
45163,"Panguragan Wetan, Panguragan",Cirebon
45164,"Bayalangu Kidul, Gegesik",Cirebon
45164,"Bayalangu Lor, Gegesik",Cirebon
45164,"Gegesik Kidul, Gegesik",Cirebon
45164,"Gegesik Kulon, Gegesik",Cirebon
45164,"Gegesik Lor, Gegesik",Cirebon
45164,"Gegesik Wetan, Gegesik",Cirebon
45164,"Jagapura Kidul, Gegesik",Cirebon
45164,"Jagapura Kulon, Gegesik",Cirebon
45164,"Jagapura Lor, Gegesik",Cirebon
45164,"Jagapura Wetan, Gegesik",Cirebon
45164,"Kedungdalem, Gegesik",Cirebon
45164,"Panunggul, Gegesik",Cirebon
45164,"Sibubut, Gegesik",Cirebon
45164,"Slendra, Gegesik",Cirebon
45165,"Guwa Kidul, Kaliwedi",Cirebon
45165,"Guwa Lor, Kaliwedi",Cirebon
45165,"Kalideres, Kaliwedi",Cirebon
45165,"Kaliwedi Kidul, Kaliwedi",Cirebon
45165,"Kaliwedi Lor, Kaliwedi",Cirebon
45165,"Prajawinangun Kulon, Kaliwedi",Cirebon
45165,"Prajawinangun Wetan, Kaliwedi",Cirebon
45165,"Ujungsemi, Kaliwedi",Cirebon
45165,"Wargabinangun, Kaliwedi",Cirebon
45166,"Bojong Kulon, Susukan",Cirebon
45166,"Bunder, Susukan",Cirebon
45166,"Gintung Lor, Susukan",Cirebon
45166,"Jatianom, Susukan",Cirebon
45166,"Jatipura, Susukan",Cirebon
45166,"Kedongdong, Susukan",Cirebon
45166,"Kejiwan, Susukan",Cirebon
45166,"Luwung Kencana, Susukan",Cirebon
45166,"Susukan, Susukan",Cirebon
45166,"Tangkil, Susukan",Cirebon
45166,"Ujunggebang, Susukan",Cirebon
45166,"Wiyong, Susukan",Cirebon
45167,"Babakan, Ciwaringin",Cirebon
45167,"Bringin, Ciwaringin",Cirebon
45167,"Budur, Ciwaringin",Cirebon
45167,"Ciwaringin, Ciwaringin",Cirebon
45167,"Galagamba, Ciwaringin",Cirebon
45167,"Gintung Kidul, Ciwaringin",Cirebon
45167,"Gintung Tengah, Ciwaringin",Cirebon
45167,"Gintungranjeng, Ciwaringin",Cirebon
45171,"Cempaka, Talun (Cirebon Selatan)",Cirebon
45171,"Ciperna, Talun (Cirebon Selatan)",Cirebon
45171,"Cirebongirang, Talun (Cirebon Selatan)",Cirebon
45171,"Kecomberan, Talun (Cirebon Selatan)",Cirebon
45171,"Kepongpongan, Talun (Cirebon Selatan)",Cirebon
45171,"Kerandon, Talun (Cirebon Selatan)",Cirebon
45171,"Kubang, Talun (Cirebon Selatan)",Cirebon
45171,"Sampiran, Talun (Cirebon Selatan)",Cirebon
45171,"Sarwadadi, Talun (Cirebon Selatan)",Cirebon
45171,"Wanasaba Kidul, Talun (Cirebon Selatan)",Cirebon
45171,"Wanasaba Lor, Talun (Cirebon Selatan)",Cirebon
45172,"Beber, Beber",Cirebon
45172,"Ciawigajah, Beber",Cirebon
45172,"Cikancas, Beber",Cirebon
45172,"Cipinang, Beber",Cirebon
45172,"Durajaya, Greged (Greget)",Cirebon
45172,"Greged (Greget), Greged (Greget)",Cirebon
45172,"Halimpu, Beber",Cirebon
45172,"Jatipancur, Greged (Greget)",Cirebon
45172,"Kamarang, Greged (Greget)",Cirebon
45172,"Kamaranglebak, Greged (Greget)",Cirebon
45172,"Kondangsari, Beber",Cirebon
45172,"Nanggela, Greged (Greget)",Cirebon
45172,"Patapan, Beber",Cirebon
45172,"Sindanghayu, Beber",Cirebon
45172,"Sindangkasih, Beber",Cirebon
45172,"Sindangkempeng, Greged (Greget)",Cirebon
45172,"Wanayasa, Beber",Cirebon
45173,"Bandengan, Mundu",Cirebon
45173,"Banjarwangunan, Mundu",Cirebon
45173,"Citemu, Mundu",Cirebon
45173,"Luwung, Mundu",Cirebon
45173,"Mundumesigit, Mundu",Cirebon
45173,"Mundupesisir, Mundu",Cirebon
45173,"Pamengkang, Mundu",Cirebon
45173,"Penpen, Mundu",Cirebon
45173,"Setupatok, Mundu",Cirebon
45173,"Sinarrancang, Mundu",Cirebon
45173,"Suci, Mundu",Cirebon
45173,"Waruduwur, Mundu",Cirebon
45181,"Astanajapura, Astanajapura",Cirebon
45181,"Buntet, Astanajapura",Cirebon
45181,"Gumulunglebak, Greged (Greget)",Cirebon
45181,"Gumulungtonggoh, Greged (Greget)",Cirebon
45181,"Japura Kidul, Astanajapura",Cirebon
45181,"Japurabakti, Astanajapura",Cirebon
45181,"Kanci, Astanajapura",Cirebon
45181,"Kanci Kulon, Astanajapura",Cirebon
45181,"Kendal, Astanajapura",Cirebon
45181,"Lebakmekar, Greged (Greget)",Cirebon
45181,"Mertapada Kulon, Astanajapura",Cirebon
45181,"Mertapada Wetan, Astanajapura",Cirebon
45181,"Munjul, Astanajapura",Cirebon
45181,"Sidamulya, Astanajapura",Cirebon
45182,"Astanamukti, Pangenan",Cirebon
45182,"Bendungan, Pangenan",Cirebon
45182,"Beringin, Pangenan",Cirebon
45182,"Ender, Pangenan",Cirebon
45182,"Getrakmoyan, Pangenan",Cirebon
45182,"Japura Lor, Pangenan",Cirebon
45182,"Pangarengan, Pangenan",Cirebon
45182,"Pangenan, Pangenan",Cirebon
45182,"Rawaurip, Pangenan",Cirebon
45183,"Asem, Lemahabang",Cirebon
45183,"Belawa, Lemahabang",Cirebon
45183,"Cipeujeuh Kulon, Lemahabang",Cirebon
45183,"Cipeujeuh Wetan, Lemahabang",Cirebon
45183,"Lemahabang, Lemahabang",Cirebon
45183,"Lemahabang Kulon, Lemahabang",Cirebon
45183,"Leuwidingding, Lemahabang",Cirebon
45183,"Picungpugur, Lemahabang",Cirebon
45183,"Sarajaya, Lemahabang",Cirebon
45183,"Sigong, Lemahabang",Cirebon
45183,"Sindanglaut, Lemahabang",Cirebon
45183,"Tuk Karangsuwung, Lemahabang",Cirebon
45183,"Wangkelang, Lemahabang",Cirebon
45185,"Ciawiasih, Susukan Lebak",Cirebon
45185,"Ciawijapura, Susukan Lebak",Cirebon
45185,"Curug, Susukan Lebak",Cirebon
45185,"Curug Wetan, Susukan Lebak",Cirebon
45185,"Kaligawe, Susukan Lebak",Cirebon
45185,"Kaligawe Wetan, Susukan Lebak",Cirebon
45185,"Karangmanggu, Susukan Lebak",Cirebon
45185,"Pasawahan, Susukan Lebak",Cirebon
45185,"Sampih, Susukan Lebak",Cirebon
45185,"Susukan Agung, Susukan Lebak",Cirebon
45185,"Susukan Lebak, Susukan Lebak",Cirebon
45185,"Susukan Tonggoh, Susukan Lebak",Cirebon
45185,"Wilulang, Susukan Lebak",Cirebon
45186,"Blender, Karangwareng",Cirebon
45186,"Jatipiring, Karangwareng",Cirebon
45186,"Kalimeang, Karangsembung",Cirebon
45186,"Karanganyar, Karangwareng",Cirebon
45186,"Karangasem, Karangwareng",Cirebon
45186,"Karangmalang, Karangsembung",Cirebon
45186,"Karangmekar, Karangsembung",Cirebon
45186,"Karangsembung, Karangsembung",Cirebon
45186,"Karangsuwung, Karangsembung",Cirebon
45186,"Karangtengah, Karangsembung",Cirebon
45186,"Karangwangi, Karangwareng",Cirebon
45186,"Karangwareng, Karangwareng",Cirebon
45186,"Kubangdeleg, Karangwareng",Cirebon
45186,"Kubangkarang, Karangsembung",Cirebon
45186,"Seuseupan, Karangwareng",Cirebon
45186,"Sumurkondang, Karangwareng",Cirebon
45186,"Tambelang, Karangsembung",Cirebon
45187,"Ambit, Waled",Cirebon
45187,"Cibogo, Waled",Cirebon
45187,"Cigobang, Pasaleman",Cirebon
45187,"Cigobang Wangi, Pasaleman",Cirebon
45187,"Cikulak, Waled",Cirebon
45187,"Cikulak Kidul, Waled",Cirebon
45187,"Cilengkrang, Pasaleman",Cirebon
45187,"Cilengkrang Girang, Pasaleman",Cirebon
45187,"Cisaat, Waled",Cirebon
45187,"Ciuyah, Waled",Cirebon
45187,"Gunungsari, Waled",Cirebon
45187,"Karangsari, Waled",Cirebon
45187,"Mekarsari, Waled",Cirebon
45187,"Pasaleman, Pasaleman",Cirebon
45187,"Tanjung Anom, Pasaleman",Cirebon
45187,"Tonjong, Pasaleman",Cirebon
45187,"Waled Asem, Waled",Cirebon
45187,"Waled Desa, Waled",Cirebon
45187,"Waled Kota, Waled",Cirebon
45188,"Bojongnegara, Ciledug",Cirebon
45188,"Ciledug Kulon, Ciledug",Cirebon
45188,"Ciledug Lor, Ciledug",Cirebon
45188,"Ciledug Tengah, Ciledug",Cirebon
45188,"Ciledug Wetan, Ciledug",Cirebon
45188,"Damarguna, Ciledug",Cirebon
45188,"Hulubanteng, Pabuaran",Cirebon
45188,"Hulubanteng Lor, Pabuaran",Cirebon
45188,"Jatirenggang, Pabuaran",Cirebon
45188,"Jatiseeng, Ciledug",Cirebon
45188,"Jatiseeng Kidul, Ciledug",Cirebon
45188,"Leuweunggajah, Ciledug",Cirebon
45188,"Pabuaran Kidul, Pabuaran",Cirebon
45188,"Pabuaran Lor, Pabuaran",Cirebon
45188,"Pabuaran Wetan, Pabuaran",Cirebon
45188,"Sukadana, Pabuaran",Cirebon
45188,"Tenjomaya, Ciledug",Cirebon
45189,"Karangwuni, Sedong",Cirebon
45189,"Kertawangun, Sedong",Cirebon
45189,"Panambangan, Sedong",Cirebon
45189,"Panongan, Sedong",Cirebon
45189,"Panongan Lor, Sedong",Cirebon
45189,"Putat, Sedong",Cirebon
45189,"Sedong Kidul, Sedong",Cirebon
45189,"Sedong Lor, Sedong",Cirebon
45189,"Winduhaji, Sedong",Cirebon
45189,"Windujaya, Sedong",Cirebon
45191,"Babakan, Babakan",Cirebon
45191,"Babakangebang, Babakan",Cirebon
45191,"Bojonggebang, Babakan",Cirebon
45191,"Cangkuang, Babakan",Cirebon
45191,"Dompyong Kulon, Gebang",Cirebon
45191,"Dompyong Wetan, Gebang",Cirebon
45191,"Gagasari, Gebang",Cirebon
45191,"Gebang, Gebang",Cirebon
45191,"Gebang Kulon, Gebang",Cirebon
45191,"Gebangilir, Gebang",Cirebon
45191,"Gebangmekar, Gebang",Cirebon
45191,"Gebangudik, Gebang",Cirebon
45191,"Gembongan, Babakan",Cirebon
45191,"Gembonganmekar, Babakan",Cirebon
45191,"Kalimaro, Gebang",Cirebon
45191,"Kalimekar, Gebang",Cirebon
45191,"Kalipasung, Gebang",Cirebon
45191,"Karangwangun, Babakan",Cirebon
45191,"Kudukeras, Babakan",Cirebon
45191,"Kudumulya, Babakan",Cirebon
45191,"Melakasari, Gebang",Cirebon
45191,"Pakusamben, Babakan",Cirebon
45191,"Pelayangan (Playangan), Gebang",Cirebon
45191,"Serang Kulon, Babakan",Cirebon
45191,"Serang Wetan, Babakan",Cirebon
45191,"Sumber Kidul, Babakan",Cirebon
45191,"Sumber Lor, Babakan",Cirebon
45192,"Ambulu, Losari",Cirebon
45192,"Astanalanggar, Losari",Cirebon
45192,"Barisan, Losari",Cirebon
45192,"Kalirahayu, Losari",Cirebon
45192,"Kalisari, Losari",Cirebon
45192,"Losari Kidul, Losari",Cirebon
45192,"Losari Lor, Losari",Cirebon
45192,"Mulyasari, Losari",Cirebon
45192,"Panggangsari, Losari",Cirebon
45192,"Tawangsari, Losari",Cirebon
45193,"Babakan Losari, Pabedilan",Cirebon
45193,"Babakan Losari Lor, Pabedilan",Cirebon
45193,"Dukuhwidara, Pabedilan",Cirebon
45193,"Kalibuntu, Pabedilan",Cirebon
45193,"Kalimukti, Pabedilan",Cirebon
45193,"Pabedilan Kaler, Pabedilan",Cirebon
45193,"Pabedilan Kidul, Pabedilan",Cirebon
45193,"Pabedilan Kulon, Pabedilan",Cirebon
45193,"Pabedilan Wetan, Pabedilan",Cirebon
45193,"Pasuruan, Pabedilan",Cirebon
45193,"Sidaresmi, Pabedilan",Cirebon
45193,"Silihasih, Pabedilan",Cirebon
45193,"Tersana, Pabedilan",Cirebon
45211,"Margadadi, Indramayu",Indramayu
45211,"Paoman, Indramayu",Indramayu
45211,"Pekandangan Jaya, Indramayu",Indramayu
45212,"Lemahabang, Indramayu",Indramayu
45212,"Lemahmekar, Indramayu",Indramayu
45213,"Karanganyar, Indramayu",Indramayu
45213,"Karanganyar, Kandanghaur",Indramayu
45213,"Karanganyar, Pasekan",Indramayu
45213,"Karangmalang, Indramayu",Indramayu
45214,"Bojongsari, Indramayu",Indramayu
45214,"Kepandean, Indramayu",Indramayu
45215,"Dukuh, Indramayu",Indramayu
45215,"Plumbon, Indramayu",Indramayu
45215,"Telukagung, Indramayu",Indramayu
45216,"Pekandangan, Indramayu",Indramayu
45217,"Balongan, Balongan",Indramayu
45217,"Rawadalem, Balongan",Indramayu
45217,"Sukareja, Balongan",Indramayu
45217,"Sukaurip, Balongan",Indramayu
45217,"Tegalurung, Balongan",Indramayu
45218,"Singajaya, Indramayu",Indramayu
45218,"Singaraja, Indramayu",Indramayu
45219,"Brondong, Pasekan",Indramayu
45219,"Karangsong, Indramayu",Indramayu
45219,"Pabeanilir, Pasekan",Indramayu
45219,"Pabeanudik, Indramayu",Indramayu
45219,"Tambak, Indramayu",Indramayu
45221,"Penganjang, Sindang",Indramayu
45221,"Rambatan Wetan, Sindang",Indramayu
45222,"Sindang, Sindang",Indramayu
45223,"Dermayu, Sindang",Indramayu
45224,"Terusan, Sindang",Indramayu
45225,"Panyindangan Kulon, Sindang",Indramayu
45225,"Panyindangan Wetan, Sindang",Indramayu
45226,"Kenanga, Sindang",Indramayu
45227,"Babadan, Sindang",Indramayu
45227,"Pagirikan, Pasekan",Indramayu
45227,"Wanantara, Sindang",Indramayu
45228,"Pasekan, Pasekan",Indramayu
45229,"Totoran, Pasekan",Indramayu
45252,"Bojongslawi, Lohbener",Indramayu
45252,"Kiajaran Kulon, Lohbener",Indramayu
45252,"Kijaran Wetan, Lohbener",Indramayu
45252,"Langut, Lohbener",Indramayu
45252,"Lanjan, Lohbener",Indramayu
45252,"Larangan, Lohbener",Indramayu
45252,"Legok, Lohbener",Indramayu
45252,"Lohbener, Lohbener",Indramayu
45252,"Pamayahan, Lohbener",Indramayu
45252,"Rambatan Kulon, Lohbener",Indramayu
45252,"Sindangkerta, Lohbener",Indramayu
45252,"Waru, Lohbener",Indramayu
45253,"Cemara, Losarang",Indramayu
45253,"Cemara Kulon, Losarang",Indramayu
45253,"Jangga, Losarang",Indramayu
45253,"Jumbleng, Losarang",Indramayu
45253,"Krimun, Losarang",Indramayu
45253,"Losarang, Losarang",Indramayu
45253,"Muntur, Losarang",Indramayu
45253,"Pangkalan, Losarang",Indramayu
45253,"Pegagan, Losarang",Indramayu
45253,"Puntang, Losarang",Indramayu
45253,"Rajaiyang, Losarang",Indramayu
45253,"Ranjeng, Losarang",Indramayu
45253,"Santing, Losarang",Indramayu
45254,"Bulak, Kandanghaur",Indramayu
45254,"Curug, Kandanghaur",Indramayu
45254,"Eretan Kulon, Kandanghaur",Indramayu
45254,"Eretan Wetan, Kandanghaur",Indramayu
45254,"Ilir, Kandanghaur",Indramayu
45254,"Karangmulya, Kandanghaur",Indramayu
45254,"Kertawinangun, Kandanghaur",Indramayu
45254,"Parean Girang, Kandanghaur",Indramayu
45254,"Pranti, Kandanghaur",Indramayu
45254,"Soge, Kandanghaur",Indramayu
45254,"Wirakanan, Kandanghaur",Indramayu
45254,"Wirapanjunan, Kandanghaur",Indramayu
45255,"Bongas, Bongas",Indramayu
45255,"Cipaat, Bongas",Indramayu
45255,"Cipedang, Bongas",Indramayu
45255,"Kertajaya, Bongas",Indramayu
45255,"Kertamulya, Bongas",Indramayu
45255,"Margamulya, Bongas",Indramayu
45255,"Plawangan, Bongas",Indramayu
45255,"Sidamulya, Bongas",Indramayu
45256,"Anjatan, Anjatan",Indramayu
45256,"Anjatan Baru, Anjatan",Indramayu
45256,"Anjatan Utara, Anjatan",Indramayu
45256,"Bugis, Anjatan",Indramayu
45256,"Bugistua, Anjatan",Indramayu
45256,"Cilandak, Anjatan",Indramayu
45256,"Cilandak Lor, Anjatan",Indramayu
45256,"Kedungwungu, Anjatan",Indramayu
45256,"Kopyah, Anjatan",Indramayu
45256,"Lempuyang, Anjatan",Indramayu
45256,"Mangunjaya, Anjatan",Indramayu
45256,"Salamdarma, Anjatan",Indramayu
45256,"Wanguk, Anjatan",Indramayu
45257,"Arjasari, Patrol",Indramayu
45257,"Bogor, Sukra",Indramayu
45257,"Bugel, Patrol",Indramayu
45257,"Karang Layung, Sukra",Indramayu
45257,"Limpas, Patrol",Indramayu
45257,"Mekarsari, Patrol",Indramayu
45257,"Patrol, Patrol",Indramayu
45257,"Patrol Baru, Patrol",Indramayu
45257,"Patrollor, Patrol",Indramayu
45257,"Sukahaji, Patrol",Indramayu
45257,"Sukra, Sukra",Indramayu
45257,"Sukrawetan, Sukra",Indramayu
45257,"Sumuradem, Sukra",Indramayu
45257,"Sumuradem Timur, Sukra",Indramayu
45257,"Tegaltaman, Sukra",Indramayu
45257,"Ujunggebang, Sukra",Indramayu
45258,"Cangkring, Cantigi",Indramayu
45258,"Cantigi Kulon, Cantigi",Indramayu
45258,"Cantigi Wetan, Cantigi",Indramayu
45258,"Lamarantarung, Cantigi",Indramayu
45258,"Panyingkiran Kidul, Cantigi",Indramayu
45258,"Panyingkiran Lor, Cantigi",Indramayu
45261,"Cempeh, Lelea",Indramayu
45261,"Langgengsari, Lelea",Indramayu
45261,"Lelea, Lelea",Indramayu
45261,"Nunuk, Lelea",Indramayu
45261,"Pangauban, Lelea",Indramayu
45261,"Tamansari, Lelea",Indramayu
45261,"Telagasari, Lelea",Indramayu
45261,"Tempel, Lelea",Indramayu
45261,"Tempelkulon, Lelea",Indramayu
45261,"Tugu, Lelea",Indramayu
45261,"Tunggulpayung, Lelea",Indramayu
45262,"Amis, Cikedung",Indramayu
45262,"Cibereng, Trisi/Terisi",Indramayu
45262,"Cikawung, Trisi/Terisi",Indramayu
45262,"Cikedung, Cikedung",Indramayu
45262,"Cikedung Lor, Cikedung",Indramayu
45262,"Jambak, Cikedung",Indramayu
45262,"Jatimulya, Trisi/Terisi",Indramayu
45262,"Jatimunggul, Trisi/Terisi",Indramayu
45262,"Jatisura, Cikedung",Indramayu
45262,"Karangasem, Trisi/Terisi",Indramayu
45262,"Kendayakan, Trisi/Terisi",Indramayu
45262,"Loyang, Cikedung",Indramayu
45262,"Manggungan, Trisi/Terisi",Indramayu
45262,"Mundakjaya, Cikedung",Indramayu
45262,"Plosokerep, Trisi/Terisi",Indramayu
45262,"Rajasinga, Trisi/Terisi",Indramayu
